ORG	GRAM	ORGANISM	ORG_CLEAN	STATUS	COMMON	ORG_GROUP	SUB_GROUP	GENUS	GENUS_CODE	SCT_CODE	SCT_TEXT	EXCLUDE
acf	f	Absidia corimbifera	Absidia corimbifera	C		FUNGUS		Absidia	ABS	79354006	Absidia corymbifera	FALSE
pvo	-	Pasteurella volantium	Pasteurella volantium	C		FERM		Pasteurella	PAS	79381006	Pasteurella volantium	FALSE
ces	w	Cestode	Cestode	C						79501007	Cestode	FALSE
trh	w	Trypanosoma brucei rhodesiense	Trypanosoma brucei rhodesiense	C		FLAG		Trypanosoma	TRP	79513002	Trypanosoma brucei rhodesiense	FALSE
psc	f	Pseudochaetosphaeronema sp.	Pseudochaetosphaeronema sp.	C		FUNGUS		Pseudochaetosphaeronema	PSC	79659007	Pseudochaetosphaeronema	FALSE
msh	m	Mycobacterium shimoidei	Mycobacterium shimoidei	C		MYCO		Mycobacterium	MYC	79817008	Mycobacterium shimoidei	FALSE
pca	w	Pneumocystic jiroveci (carinii)	Pneumocystic jiroveci	C		SPOROZ		Pneumocystis	PNE	79909001	Pneumocystis jiroveci	FALSE
spy	+	Streptococcus pyogenes	Streptococcus pyogenes	C		BS-		Streptococcus	STR	80166006	Streptococcus pyogenes	FALSE
sch	-	Salmonella Choleraesuis	Salmonella Choleraesuis	C		EBC	GRC	Salmonella	SAL	80232006	Salmonella Choleraesuis	FALSE
smo	-	Salmonella Montevideo	Salmonella Montevideo	C		EBC	GRC	Salmonella	SAL	80268001	Salmonella Montevideo	FALSE
vzv	v	Varicella zoster virus	Varicella zoster virus	C		DNA				80298008	Genus Varicellovirus	FALSE
ntr	+	Nocardia transvalensis	Nocardia transvalensis	C		GPR		Nocardia	NOC	80379008	Nocardia transvalensis	FALSE
sag	-	Salmonella Agona	Salmonella Agona	C		EBC	GRB	Salmonella	SAL	80627004	Salmonella Agona	FALSE
teq	f	Trichophyton equinum	Trichophyton equinum	C		FUNGUS		Trichophyton	TRY	80707008	Trichophyton equinum	FALSE
lwl	+	Listeria welshimeri	Listeria welshimeri	C		GPR		Listeria	LIS	80757000	Listeria welshimeri	FALSE
req	+	Corynebacterium equi	Corynebacterium equi	O		GPR		Rhodococcus	RHD	80771008	Rhodococcus equi	FALSE
hpy	-	Helicobacter pylori	Helicobacter pylori	C		GNCB		Helicobacter	HEL	80774000	Helicobacter pylori	FALSE
smd	w	Spirometra mansonoides	Spirometra mansonoides	C		CESTODE		Spirometra	SPI	80822007	Spirometra mansonoides	FALSE
bau	f	Bipolaris australiensis	Bipolaris australiensis	C		FUNGUS		Bipolaris	BIP	80923003	Bipolaris australiensis	FALSE
pda	-	Pasteurella dagmatis	Pasteurella dagmatis	C		FERM		Pasteurella	PAS	80948000	Pasteurella dagmatis	FALSE
gm-	-	Gram negative bacteria	Gram negative bacteria	C						81325006	Gram-negative bacterium	FALSE
bcg	+	Bacillus coagulans	Bacillus coagulans	C		GPR		Bacillus	BCS	81346002	Bacillus coagulans	FALSE
acc	f	Arthroderma corniculatum	Arthroderma corniculatum	C		FUNGUS		Arthroderma	ARD	81353006	Arthroderma corniculatum	FALSE
cpi	+	Corynebacterium pilosum	Corynebacterium pilosum	C		COF		Corynebacterium	COR	81368007	Corynebacterium pilosum	FALSE
scr	+	Lactococcus lactis ss. cremoris	Lactococcus lactis ss. cremoris	C		CatNeg		Lactococcus	LAT	81454004	Lactococcus lactis subspecies cremoris	FALSE
adu	w	Ancylostoma duodenale	Ancylostoma duodenale	C		NEMAT		Ancylostoma	ANY	81559006	Ancylostoma duodenale	FALSE
sli	-	Salmonella Litchfield	Salmonella Litchfield	C		EBC	GRC	Salmonella	SAL	81614007	Salmonella Litchfield	FALSE
hbv	v	Hepatitis B virus	Hepatitis B virus	C	C	DNA				81665004	Hepatitis B virus	FALSE
nmu	-	Neisseria mucosa	Neisseria mucosa	C		GNC		Neisseria	NE-	81795000	Neisseria mucosa	FALSE
ctg	-	CDC EF-19	CDC EF-19	O		NFR		Comamonas	COM	81829007	Comamonas terrigena	FALSE
ctt	a	Clostridium tertium	Clostridium tertium	C		SPORE		Clostridium	CLO	81909005	Clostridium tertium	FALSE
sbm	-	Salmonella Bovismorbificans	Salmonella Bovismorbificans	C		EBC	GRC	Salmonella	SAL	81938008	Salmonella Bovismorbificans	FALSE
inf	-	Salmonella Infantis	Salmonella Infantis	C		EBC	GRC	Salmonella	SAL	82071007	Salmonella Infantis	FALSE
brd	-	Salmonella Bredeney	Salmonella Bredeney	C		EBC	GRB	Salmonella	SAL	82364007	Salmonella Bredeney	FALSE
tph	b	Treponema phagedensis	Treponema phagedensis	C		TREP		Treponema	TRE	82402007	Treponema phagedenis	FALSE
ack	f	Arthroderma cookiellum	Arthroderma cookiellum	C		FUNGUS		Arthroderma	ARD	82434003	Arthroderma cookiellum	FALSE
aca	-	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus	C		NFR		Acinetobacter	AC-	82550008	Acinetobacter calcoaceticus	FALSE
abx	-	Acinetobacter calcoaceticus-baumannii comple	Acinetobacter calcoaceticus-baumannii comple	C		NFR		Acinetobacter	AC-	82550008	Acinetobacter calcoaceticus	FALSE
ham	f	Hansenula anomala	Hansenula anomala	C		check		Hansenula	HAN	82954009	Glugea anomala	FALSE
gnc	-	Gram negative cocci	Gram negative cocci	C		GNC				83045001	Cocci	FALSE
gpc	+	Gram positive cocci	Gram positive cocci	C		GPC				83045001	Cocci	FALSE
gvc	b	Gram variable cocci	Gram variable cocci	C		OTHER				83045001	Cocci	FALSE
alw	-	Acinetobacter calcoaceticus var. lwoffii	Acinetobacter calcoaceticus var. lwoffii	O		NFR		Acinetobacter	AC-	83088009	Acinetobacter lwoffi	FALSE
skd	-	Salmonella Kedougou	Salmonella Kedougou	C		EBC	GRG	Salmonella	SAL	83141008	Salmonella Kedougou	FALSE
lbr	w	Leishmania brasilensis	Leishmania brasilensis	C		FLAG		Leishmania	LEI	83196002	Leishmania brasiliensis brasiliensis	FALSE
stu	f	Stenella araguata	Stenella araguata	C		FUNGUS		Stenella	STN	83210003	Stenella araguata	FALSE
aov	-	Salmonella Abortusovis	Salmonella Abortusovis	C		EBC		Salmonella	SAL	83318007	Salmonella Abortusovis	FALSE
wvi	-	CDC IIf	CDC IIf	O		NFR		Weeksella	WEE	83326004	Weeksella virosa	FALSE
bkv	v	BK virus	BK virus	C		DNA				83397001	BK polyomavirus	FALSE
shl	+	Staphylococcus haemolyticus	Staphylococcus haemolyticus	C		SCN		Staphylococcus	STA	83452006	Staphylococcus haemolyticus	FALSE
bsf	+	Streptococcus, beta-haem. Group F	Streptococcus, beta-haem. Group F	C		BS-		Streptococcus	STR	83503005	Streptococcus, group F	FALSE
bsl	+	Bacillus subtilis	Bacillus subtilis	C		GPR		Bacillus	BCS	83512007	Bacillus subtilis	FALSE
gpr	+	Gram positive rods	Gram positive rods	C		GPR				83514008	Gram-positive bacillus	FALSE
cmi	+	Corynebacterium minutissimum	Corynebacterium minutissimum	C		COF		Corynebacterium	COR	83594007	Corynebacterium minutissimum	FALSE
trd	f	Trichoderma sp.	Trichoderma sp.	C		check		Trichoderma	TRD	83597000	Trichoderma	FALSE
hdv	v	Hepatitis D virus	Hepatitis D virus	C		RNA				83617006	Hepatitis D virus	FALSE
mav	m	Mycobacterium avium	Mycobacterium avium	C		MYCO		Mycobacterium	MYC	83723009	Mycobacterium avium	FALSE
mac	m	Mycobacterium avium complex	Mycobacterium avium complex	C		MYCO		Mycobacterium	MYC	83723009	Mycobacterium avium	FALSE
mai	m	Mycobacterium avium-intracellulare complex	Mycobacterium avium-intracellulare complex	C	X	MYCO		Mycobacterium	MYC	83723009	Mycobacterium avium	FALSE
cnt	-	Cedecea neteri	Cedecea neteri	C		EBC		Cedecea	CED	83767006	Cedecea neteri	FALSE
pwr	f	Cladosporium werneckii	Cladosporium werneckii	O		FUNGUS		Hortaea	HOT	83801002	Exophiala werneckii	FALSE
min	m	Mycobacterium intracellulare	Mycobacterium intracellulare	C		MYCO		Mycobacterium	MYC	83841006	Mycobacterium intracellulare	FALSE
hpl	-	Haemophilus paraphrohaemolyticus	Haemophilus paraphrohaemolyticus	C		GNCB		Haemophilus	HA-	83899007	Haemophilus paraphrohaemolyticus	FALSE
mla	-	Moraxella lacunata	Moraxella lacunata	C		NFR		Moraxella	MO-	84066001	Moraxella lacunata	FALSE
cov	v	Coronavirus	Coronavirus	C		RNA				84101006	Human coronavirus	FALSE
msi	m	Mycobacterium simiae	Mycobacterium simiae	C		MYCO		Mycobacterium	MYC	84180005	Mycobacterium simiae	FALSE
eam	-	Enterobacter amnigenus	Enterobacter amnigenus	C		EBC		Enterobacter	EN-	84221003	Enterobacter amnigenus	FALSE
bce	+	Bacillus cereus	Bacillus cereus	C		GPR		Bacillus	BCS	84408007	Bacillus cereus	FALSE
mol	f	Mold	Mold	C		FUNGUS				84489001	Mold	FALSE
fgo	a	Fusobacterium gonidiaformans	Fusobacterium gonidiaformans	C		AGNR		Fusobacterium	FU-	84644009	Fusobacterium gonidiaformans	FALSE
wba	w	Wuchereria bancrofti	Wuchereria bancrofti	C		NEMAT		Wuchereria	WUC	84925004	Wuchereria bancrofti	FALSE
yfr	-	Yersinia frederiksenii	Yersinia frederiksenii	C		EBC		Yersinia	YER	85159008	Yersinia frederiksenii	FALSE
fru	a	Fusobacterium russii	Fusobacterium russii	C		AGNR		Fusobacterium	FU-	85226004	Fusobacterium russii	FALSE
nfa	+	Nocardia farcinica	Nocardia farcinica	C		GPR		Nocardia	NOC	85516007	Nocardia farcinica	FALSE
bte	a	Bacteroides tectum	Bacteroides tectum	C		AGNR		Bacteroides	BAC	85541000	Bacteroides tectum	FALSE
rhi	f	Rhizomucor sp.	Rhizomucor sp.	C		FUNGUS		Rhizomucor	RHI	85711000	Rhizomucor	FALSE
psg	f	Prototheca stagnora	Prototheca stagnora	C		check		Prototheca	PRC	85715009	Prototheca stagnora	FALSE
shb	-	Shigella flexneri	Shigella flexneri	C		EBC		Shigella	SHI	85729005	Shigella flexneri	FALSE
479	-	Shigella flexneri, serogroup AA479	Shigella flexneri, serogroup AA479	C		EBC		Shigella	SHI	85729005	Shigella flexneri	FALSE
fvx	-	Shigella flexneri, variant X	Shigella flexneri, variant X	C		EBC		Shigella	SHI	85729005	Shigella flexneri	FALSE
fvy	-	Shigella flexneri, variant Y	Shigella flexneri, variant Y	C		EBC		Shigella	SHI	85729005	Shigella flexneri	FALSE
lbu	a	Leptotrichia buccalis	Leptotrichia buccalis	C		AGNR		Leptotrichia	LEP	85744006	Leptotrichia buccalis	FALSE
pat	-	Pasteurella anatis	Pasteurella anatis	C		FERM		Pasteurella	PAS	85781005	Pasteurella anatis	FALSE
ehe	-	CDC Enteric Group 11	CDC Enteric Group 11	O		EBC		Escherichia	ESC	85786000	Escherichia hermannii	FALSE
aeh	-	Aeromonas hydrophila	Aeromonas hydrophila	C		FERM		Aeromonas	AER	85823000	Aeromonas hydrophila	FALSE
pty	-	Salmonella Paratyphi	Salmonella Paratyphi	C		EBC		Salmonella	SAL	85908006	Salmonella Paratyphi A	FALSE
sab	-	Salmonella Paratyphi B	Salmonella Paratyphi B	C		EBC	GRB	Salmonella	SAL	85908006	Salmonella Paratyphi B	FALSE
pmy	-	Proteus myxofaciens	Proteus myxofaciens	C		EBC		Proteus	PR-	86145008	Proteus myxofaciens	FALSE
cav	a	Clostridium aminovalericum	Clostridium aminovalericum	C		SPORE		Clostridium	CLO	86161005	Clostridium aminovalericum	FALSE
bco	a	Bacteroides coagulans	Bacteroides coagulans	C		AGNR		Bacteroides	BAC	86193002	Bacteroides coagulans	FALSE
lre	a	Lactobacillus reuteri	Lactobacillus reuteri	C		GPR		Lactobacillus	LAC	86271002	Lactobacillus reuteri	FALSE
phc	f	Phaeococcomyces sp.	Phaeococcomyces sp.	C		check		Phaeococcomyces	PHC	86327004	Phaeococcomyces	FALSE
sdn	a	Selenomonas dianae	Selenomonas dianae	C		AGNR		Selenomonas	SEL	86435000	Selenomonas dianae	FALSE
tte	f	Trichophyton terrestre	Trichophyton terrestre	C		FUNGUS		Trichophyton	TRY	86554002	Trichophyton terrestre	FALSE
emu	w	Echinococcus multilocularis	Echinococcus multilocularis	C		CESTODE		Echinococcus	ECH	86648009	Echinococcus multilocularis	FALSE
skr	-	Salmonella Krefeld	Salmonella Krefeld	C		EBC	GRE	Salmonella	SAL	86656007	Salmonella Krefeld	FALSE
pje	a	Propionibacterium jensenii	Propionibacterium jensenii	C		NOSPORE		Propionibacterium	PRP	86720000	Propionibacterium jensenii	FALSE
bfo	a	Bacteroides forsythus	Bacteroides forsythus	C		AGNR		Bacteroides	BAC	86930002	Bacteroides forsythus	FALSE
bov	a	Bacteroides ovatus	Bacteroides ovatus	C		AGNR		Bacteroides	BAC	86936008	Bacteroides ovatus	FALSE
lde	+	Leuconostoc dextranicum	Leuconostoc dextranicum	O		CatNeg		Leuconostoc	LEU	86938009	Leuconostoc mesenteroides ss. dextranicum	FALSE
rar	f	Rhizopus arrhizus	Rhizopus arrhizus	C		FUNGUS		Rhizopus	RHZ	87002009	Rhizopus arrhizus	FALSE
pog	-	Pasteurella aerogenes	Pasteurella aerogenes	C		FERM		Pasteurella	PAS	87075007	Pasteurella aerogenes	FALSE
mul	w	Multiceps sp.	Multiceps sp.	C		check		Multiceps	MUL	87085008	Multiceps	FALSE
yro	-	Yersinia rohdei	Yersinia rohdei	C		EBC		Yersinia	YER	87145000	Yersinia rohdei	FALSE
gnr	-	Gram negative rods	Gram negative rods	C		GNR				87172008	Gram-negative bacillus	FALSE
mar	f	Malbranchea sp.	Malbranchea sp.	C		check		Malbranchea	MAR	87186007	Malbranchea	FALSE
acl	f	Aspergillus clavatus	Aspergillus clavatus	C		FUNGUS		Aspergillus	ASP	87240002	Aspergillus clavatus	FALSE
lsh	-	Legionella sainthelensi	Legionella sainthelensi	C		GNCB		Legionella	LEG	87271006	Legionella sainthelens	FALSE
cmu	-	Campylobacter mucosalis	Campylobacter mucosalis	C		GNCB		Campylobacter	CAM	87402003	Campylobacter mucosalis	FALSE
chi	a	Clostridium histolyticum	Clostridium histolyticum	C		SPORE		Clostridium	CLO	87443003	Clostridium histolyticum	FALSE
lor	a	Lactobacillus oris	Lactobacillus oris	C		GPR		Lactobacillus	LAC	87480009	Lactobacillus oris	FALSE
rin	w	Retortamonas intestinalis	Retortamonas intestinalis	C		FLAG		Retortamonas	RET	87569007	Retortamonas intestinalis	FALSE
eli	a	Eubacterium limosum	Eubacterium limosum	C		NOSPORE		Eubacterium	EUB	87632000	Eubacterium limosum	FALSE
ehc	-	Ehrlichia canis	Ehrlichia canis	C		GNCB		Ehrlichia	EHR	87643008	Ehrlichia canis	FALSE
pgr	a	Propionibacterium granulosum	Propionibacterium granulosum	C		NOSPORE		Propionibacterium	PRP	87755005	Propionibacterium granulosum	FALSE
eav	+	Enterococcus avium	Enterococcus avium	C	X	CatNeg		Enterococcus	ENT	87875008	Enterococcus avium	FALSE
sjv	-	Salmonella Javiana	Salmonella Javiana	C		EBC	GRD	Salmonella	SAL	88022005	Salmonella Javiana	FALSE
ssy	-	Salmonella Stanley	Salmonella Stanley	C		EBC	GRB	Salmonella	SAL	88091007	Salmonella Stanley	FALSE
bsi	f	Bipolaris spicifera	Bipolaris spicifera	C		FUNGUS		Bipolaris	BIP	88228004	Bipolaris spicifera	FALSE
mfe	b	Mycoplasma fermentans	Mycoplasma fermentans	C		MYCOP		Mycoplasma	MYP	88263009	Mycoplasma fermentans	FALSE
tcr	w	Trypanosoma cruzi	Trypanosoma cruzi	C		FLAG		Trypanosoma	TRP	88274000	Trypanosoma cruzi	FALSE
acv	-	Aeromonas caviae	Aeromonas caviae	C		FERM		Aeromonas	AER	88529008	Aeromonas	FALSE
aja	-	Aeromonas jandaei	Aeromonas jandaei	C		FERM		Aeromonas	AER	88529008	Aeromonas	FALSE
enb	w	Enterobius sp.	Enterobius sp.	C		NEMAT		Enterobius	ENB	88569009	Enterobius	FALSE
cku	+	Corynebacterium kutscheri	Corynebacterium kutscheri	C		COF		Corynebacterium	COR	88575000	Corynebacterium kutscheri	FALSE
isa	-	Salmonella Isangi	Salmonella Isangi	C		EBC		Salmonella	SAL	89032008	Salmonella Isangi	FALSE
unk	o	Unknown	Unknown	C						89088004	Unknown living organism	FALSE
bsc	+	Streptococcus, beta-haem. Group C	Streptococcus, beta-haem. Group C	C		BS-		Streptococcus	STR	89181007	Streptococcus, group C	FALSE
lcp	a	Lactobacillus crispatus	Lactobacillus crispatus	C		GPR		Lactobacillus	LAC	89237007	Lactobacillus crispatus	FALSE
ppa	a	Peptostreptococcus asaccharolyticus	Peptostreptococcus asaccharolyticus	C		AGPC		Peptostreptococcus	PPT	89268006	Peptostreptococcus asaccharolyticus	FALSE
cso	a	Clostridium sordellii	Clostridium sordellii	C		SPORE		Clostridium	CLO	89313005	Clostridium sordellii	FALSE
ani	f	Aspergillus niger	Aspergillus niger	C		FUNGUS		Aspergillus	ASP	89354002	Aspergillus niger	FALSE
yre	-	CDC Enteric Group 45	CDC Enteric Group 45	O		EBC		Yokenella	YOK	89477001	Yokenella regensburgei	FALSE
llo	-	Legionella longbeachae	Legionella longbeachae	C		GNCB		Legionella	LEG	89605004	Legionella longbeachae	FALSE
cgm	+	Corynebacterium glutamicum	Corynebacterium glutamicum	C		COF		Corynebacterium	COR	89651003	Corynebacterium glutamicum	FALSE
iod	w	Iodamoeba sp.	Iodamoeba sp.	C		AMEBA		Iodamoeba	IOD	89683009	Iodamoeba	FALSE
lja	-	Legionella jamestowniensis	Legionella jamestowniensis	C		GNCB		Legionella	LEG	89709001	Legionella janestowniensis	FALSE
phr	f	Piedraia hortae	Piedraia hortae	C		check		Piedraia	PIE	89782007	Piedraia hortae	FALSE
hph	-	Haemophilus parahaemolyticus	Haemophilus parahaemolyticus	C		GNCB		Haemophilus	HA-	89800007	Haemophilus parahaemolyticus	FALSE
cas	-	Capnocytophaga sputigena	Capnocytophaga sputigena	C		GNCB		Capnocytophaga	CAP	89892005	Capnocytophaga sputigena	FALSE
mct	m	Mycobacterium chitae	Mycobacterium chitae	C		MYCO		Mycobacterium	MYC	89896008	Mycobacterium chitae	FALSE
css	a	Clostridium sporosphaeroides	Clostridium sporosphaeroides	C		SPORE		Clostridium	CLO	89918009	Clostridium sporosphaeroides	FALSE
cmt	+	Corynebacterium matruchotii	Corynebacterium matruchotii	C		COF		Corynebacterium	COR	89922004	Corynebacterium matruchotii	FALSE
beg	a	Bacteroides eggerthii	Bacteroides eggerthii	C		AGNR		Bacteroides	BAC	90072006	Bacteroides eggerthii	FALSE
efm	+	Enterococcus faecium	Enterococcus faecium	C	X	CatNeg		Enterococcus	ENT	90272000	Enterococcus faecium	FALSE
amu	+	Actinomadura madurae	Actinomadura madurae	C		GPR		Actinomadura	ACM	90285002	Actinomadura madurae	FALSE
our	-	CDC M-4	CDC M-4	O		NFR		Oligella	OLI	90341001	Oligella urethralis	FALSE
lbv	a	Lactobacillus brevis	Lactobacillus brevis	C		GPR		Lactobacillus	LAC	90396007	Lactobacillus brevis	FALSE
kki	-	CDC M-1	CDC M-1	O		HAK		Kingella	KIN	90422000	Kingella kingae	FALSE
vpa	a	Veillonella parvula	Veillonella parvula	C		AGNC		Veillonella	VEI	90435009	Veillonella parvula	FALSE
yes	-	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	C		EBC		Yersinia	YER	90530002	Yersinia pseudotuberculosis	FALSE
stl	f	Stemphylium sp.	Stemphylium sp.	C		check		Stemphylium	STL	90824006	Stemphylium	FALSE
lob	f	Loboa sp.	Loboa sp.	C		check		Loboa	LOB	90959007	Loboa	FALSE
ykr	-	Yersinia kristensenii	Yersinia kristensenii	C		EBC		Yersinia	YER	91042006	Yersinia kristensenii	FALSE
pln	-	Pasteurella langaa	Pasteurella langaa	C		FERM		Pasteurella	PAS	91061005	Pasteurella langaa	FALSE
pbo	f	Pseudallescheria boydii	Pseudallescheria boydii	C		FUNGUS		Pseudallescheria	PSA	91088000	Pseudallescheria boydii	FALSE
yal	-	Yersinia aldovae	Yersinia aldovae	C		EBC		Yersinia	YER	91246002	Yersinia aldovae	FALSE
aba	-	Acinetobacter baumannii	Acinetobacter baumannii	C	X	NFR		Acinetobacter	AC-	91288006	Acinetobacter baumannii	FALSE
mpc	m	Mycobacterium porcinum	Mycobacterium porcinum	C		MYCO		Mycobacterium	MYC	91336002	Mycobacterium porcinum	FALSE
ftu	-	Francisella tularensis	Francisella tularensis	O		GNCB		Francisella	FRA	91508008	Francisella tularensis ss. tularensis	FALSE
cbb	-	Campylobacter sputorum ss. bulbulus	Campylobacter sputorum ss. bulbulus	C		GNCB		Campylobacter	CAM	91524009	Campylobacter sputorum	FALSE
ebl	-	Escherichia blattae	Escherichia blattae	C		EBC		Escherichia	ESC	91550008	Escherichia blattae	FALSE
swe	-	Salmonella Weltevreden	Salmonella Weltevreden	C		EBC	GRE	Salmonella	SAL	91661006	Salmonella Weltevreden	FALSE
ncb	-	Gram negative coccobacilli	Gram negative coccobacilli	C		GNCB				103423009	Coccobacilli	FALSE
pcb	+	Gram positive coccobacilli	Gram positive coccobacilli	C		GPCB				103423009	Coccobacilli	FALSE
gvb	b	Gram variable coccobacilli	Gram variable coccobacilli	C		OTHER				103423009	Coccobacilli	FALSE
cup	-	Campylobacter upsaliensis	Campylobacter upsaliensis	C		GNCB		Campylobacter	CAM	103427005	Campylobacter upsaliensis	FALSE
cul	+	Corynebacterium ulcerans	Corynebacterium ulcerans	C		COF		Corynebacterium	COR	103428000	Corynebacterium ulcerans	FALSE
ybe	-	Yersinia bercovieri	Yersinia bercovieri	C		EBC		Yersinia	YER	103434007	Yersinia bercovieri	FALSE
ymo	-	Yersinia mollaretii	Yersinia mollaretii	C		EBC		Yersinia	YER	103435008	Yersinia mollaretii	FALSE
eps	+	Enterococcus pseudoavium	Enterococcus pseudoavium	C		CatNeg		Enterococcus	ENT	103436009	Enterococcus pseudoavium	FALSE
era	+	Enterococcus raffinosus	Enterococcus raffinosus	C		CatNeg		Enterococcus	ENT	103437000	Enterococcus raffinosus	FALSE
esh	+	Enterococcus saccharolyticus	Enterococcus saccharolyticus	C		CatNeg		Enterococcus	ENT	103438005	Enterococcus saccharolyticus	FALSE
ese	+	Enterococcus seriolicida	Enterococcus seriolicida	C		CatNeg		Enterococcus	ENT	103439002	Enterococcus seriolicida	FALSE
eso	+	Enterococcus solitarius	Enterococcus solitarius	C		CatNeg		Enterococcus	ENT	103440000	Enterococcus solitarius	FALSE
hib	-	Haemophilus influenzae (type b)	Haemophilus influenzae (type b)	C	X	GNCB		Haemophilus	HA-	103442008	Haemophilus influenzae type B	FALSE
lbn	-	Legionella brunensis	Legionella brunensis	C		GNCB		Legionella	LEG	103448007	Legionella brunensis	FALSE
lge	-	Legionella geestiae	Legionella geestiae	C		GNCB		Legionella	LEG	103450004	Legionella geestiana	FALSE
llg	-	Legionella lansingensis	Legionella lansingensis	C		GNCB		Legionella	LEG	103452007	Legionella lansingensis	FALSE
lln	-	Legionella londoniensis	Legionella londoniensis	C		GNCB		Legionella	LEG	103453002	Legionella londiniensis	FALSE
lmr	-	Legionella moravica	Legionella moravica	C		GNCB		Legionella	LEG	103454008	Legionella moravica	FALSE
lna	-	Legionella nautarum	Legionella nautarum	C		GNCB		Legionella	LEG	103455009	Legionella nautarum	FALSE
lfr	-	Legionella pneumophila ss. fraseri	Legionella pneumophila ss. fraseri	C		GNCB		Legionella	LEG	103456005	Legionella pneumophila ss. fraseri	FALSE
lpc	-	Legionella pneumophila ss. pascullei	Legionella pneumophila ss. pascullei	C		GNCB		Legionella	LEG	103457001	Legionella pneumophila ss. pascullei	FALSE
len	-	Legionella pneumophila	Legionella pneumophila	O		GNCB		Legionella	LEG	103458006	Legionella pneumophila ss. pneumophila	FALSE
lqi	-	Legionella quinlivanii	Legionella quinlivanii	C		GNCB		Legionella	LEG	103459003	Legionella quinlivanii	FALSE
lsk	-	Legionella shakespearei	Legionella shakespearei	C		GNCB		Legionella	LEG	103460008	Legionella shakespearei	FALSE
ltu	-	Legionella tucsonensis	Legionella tucsonensis	C		GNCB		Legionella	LEG	103461007	Legionella tucsonensis	FALSE
lwo	-	Legionella worsleiensis	Legionella worsleiensis	C		GNCB		Legionella	LEG	103462000	Legionella worsleiensis	FALSE
mce	m	Mycobacterium celatum	Mycobacterium celatum	C		MYCO		Mycobacterium	MYC	103475000	Mycobacterium celatum	FALSE
mge	m	Mycobacterium genavense	Mycobacterium genavense	C		MYCO		Mycobacterium	MYC	103476004	Mycobacterium genavense	FALSE
nma	-	Neisseria meningitidis, serogroup a	Neisseria meningitidis, serogroup a	C		GNC		Neisseria	NE-	103479006	Neisseria meningitidis group A	FALSE
nmb	-	Neisseria meningitidis, serogroup b	Neisseria meningitidis, serogroup b	C		GNC		Neisseria	NE-	103480009	Neisseria meningitidis group B	FALSE
nmc	-	Neisseria meningitidis, serogroup c	Neisseria meningitidis, serogroup c	C		GNC		Neisseria	NE-	103481008	Neisseria meningitidis group C	FALSE
nmy	-	Neisseria meningitidis, serogroup Y	Neisseria meningitidis, serogroup Y	C		GNC		Neisseria	NE-	103482001	Neisseria meningitidis serogroup Y	FALSE
135	-	Neisseria meningitidis, serogroup W135	Neisseria meningitidis, serogroup W135	C		GNC		Neisseria	NE-	103483006	Neisseria meningitidis W135	FALSE
mme	-	Methylobacterium mesophilicum	Methylobacterium mesophilicum	C		NFR		Methylobacterium	MEB	103486003	Methylobacterium mesophilicum	FALSE
sul	+	Staphylococcus cohnii ss. urealyticum	Staphylococcus cohnii ss. urealyticum	C		SCN		Staphylococcus	STA	103493004	Staphylococcus cohnii ss. urealyticum	FALSE
slu	+	Staphylococcus lugdunensis	Staphylococcus lugdunensis	C		SCN		Staphylococcus	STA	103494005	Staphylococcus lugdunensis	FALSE
stt	+	Staphylococcus pasteuri	Staphylococcus pasteuri	C		SCN		Staphylococcus	STA	103495006	Staphylococcus pasteuri	FALSE
ssf	+	Staphylococcus schleiferi ss. schleiferi	Staphylococcus schleiferi ss. schleiferi	C		SCN		Staphylococcus	STA	103496007	Staphylococcus schleiferi ss. schleiferi	FALSE
smp	+	Saccharomonospora sp.	Saccharomonospora sp.	C		check		Saccharomonospora	SMP	103501008	Saccharomonospora	FALSE
svd	+	Saccharomonospora viridis	Saccharomonospora viridis	C		check		Saccharomonospora	SMP	103505004	Saccharomonospora viridis	FALSE
bhe	-	Bartonella henselae	Bartonella henselae	C		GNCB		Bartonella	BAR	103510000	Bartonella henselae	FALSE
bqu	-	Bartonella quintana	Bartonella quintana	C		GNCB		Bartonella	BAR	103511001	Bartonella quintana	FALSE
bvi	-	Bartonella vinsonii	Bartonella vinsonii	C		GNCB		Bartonella	BAR	103512008	Bartonella vinsonii	FALSE
bez	-	Bartonella elizabethae	Bartonella elizabethae	C		GNCB		Bartonella	BAR	103513003	Bartonella elizabethae	FALSE
cpn	-	Chlamydia pneumoniae	Chlamydia pneumoniae	O		GNCB		Chlamydophila	CHD	103514009	Chlamydophila pneumoniae	FALSE
cyc	w	Cyclospora sp.	Cyclospora sp.	C		COCCID		Cyclospora	CYC	103560006	Cyclospora	FALSE
ccs	w	Cyclospora cayetanensis	Cyclospora cayetanensis	C		COCCID		Cyclospora	CYC	103561005	Cyclospora cayetanesis	FALSE
sie	w	Septata intestinalis	Septata intestinalis	C		check		Septata	SET	103563008	Septata intestinalis	FALSE
set	w	Septata sp.	Septata sp.	C		check		Septata	SET	103563008	Septata intestinalis	FALSE
gra	-	Salmonella Group A (O:2)	Salmonella Group A	C		EBC	GRA	Salmonella	SAL	105731002	Salmonella Group A	FALSE
